customer_id,churn_date,churn_reason
3307,2025-06-30,No longer need service
3314,2025-06-30,Moving to different region
3320,2025-06-30,Better offer from competitor
3321,2025-06-30,Technical problems
3323,2025-06-30,Poor customer service
3331,2025-06-30,No longer need service
3332,2025-06-30,Billing issues
3333,2025-06-30,Technical problems
3337,2025-06-30,No longer need service
3348,2025-06-30,Better offer from competitor
3350,2025-06-30,Technical problems
3351,2025-06-30,Service quality issues
3352,2025-06-30,Service quality issues
3354,2025-06-30,Poor customer service
3355,2025-06-30,Better offer from competitor
3357,2025-06-30,Poor customer service
3360,2025-06-30,Moving to different region
3362,2025-06-30,Technical problems
3368,2025-06-30,Billing issues
3370,2025-06-30,Billing issues
3372,2025-06-30,Better offer from competitor
3375,2025-06-30,Poor customer service
3377,2025-06-30,Service quality issues
3380,2025-06-30,Moving to different region
3386,2025-06-30,Billing issues
3394,2025-06-30,Better offer from competitor
3395,2025-06-30,Price too high
3399,2025-06-30,Service quality issues
3401,2025-06-30,Better offer from competitor
3402,2025-06-30,Moving to different region
3404,2025-06-30,Price too high
3410,2025-06-30,Service quality issues
3414,2025-06-30,Service quality issues
3415,2025-06-30,Poor customer service
3427,2025-06-30,Price too high
3429,2025-06-30,Moving to different region
3443,2025-06-30,Price too high
3446,2025-06-30,Price too high
3457,2025-06-30,Moving to different region
3461,2025-06-30,No longer need service
3463,2025-06-30,Better offer from competitor
3469,2025-06-30,Technical problems
3474,2025-06-30,Poor customer service
3476,2025-06-30,Moving to different region
3479,2025-06-30,Price too high
3483,2025-06-30,Poor customer service
3484,2025-06-30,No longer need service
3486,2025-06-30,Price too high
3497,2025-06-30,No longer need service
3502,2025-06-30,Technical problems
3505,2025-06-30,Service quality issues
3513,2025-06-30,Moving to different region
3515,2025-06-30,Poor customer service
3516,2025-06-30,Price too high
3517,2025-06-30,Moving to different region
3524,2025-06-30,Better offer from competitor
3528,2025-06-30,Billing issues
3529,2025-06-30,Moving to different region
3535,2025-06-30,Poor customer service
3541,2025-06-30,Moving to different region
3546,2025-06-30,Better offer from competitor
3551,2025-06-30,Service quality issues
3553,2025-06-30,Better offer from competitor
3558,2025-06-30,Technical problems
3561,2025-06-30,Billing issues
3565,2025-06-30,No longer need service
3577,2025-06-30,Billing issues
3580,2025-06-30,Poor customer service
3586,2025-06-30,Service quality issues
3587,2025-06-30,Billing issues
3591,2025-06-30,Better offer from competitor
3600,2025-06-30,Moving to different region
3603,2025-06-30,Price too high
3604,2025-06-30,Price too high
3605,2025-06-30,Service quality issues
3609,2025-06-30,Better offer from competitor
3611,2025-06-30,Poor customer service
3612,2025-06-30,No longer need service
3616,2025-06-30,Service quality issues
3625,2025-06-30,Moving to different region
3635,2025-06-30,Technical problems
3646,2025-06-30,Moving to different region
3650,2025-06-30,Moving to different region
3657,2025-06-30,Billing issues
3658,2025-06-30,No longer need service
3659,2025-06-30,Technical problems
3660,2025-06-30,Billing issues
3665,2025-06-30,Price too high
3667,2025-06-30,Billing issues
3670,2025-06-30,Price too high
3675,2025-06-30,Moving to different region
3678,2025-06-30,No longer need service
3682,2025-06-30,No longer need service
3687,2025-06-30,Billing issues
3696,2025-06-30,Better offer from competitor
3699,2025-06-30,Price too high
3701,2025-06-30,Moving to different region
3707,2025-06-30,Billing issues
3709,2025-06-30,Service quality issues
3713,2025-06-30,Moving to different region
3716,2025-06-30,No longer need service
3720,2025-06-30,Billing issues
3721,2025-06-30,No longer need service
3723,2025-06-30,Service quality issues
3726,2025-06-30,Billing issues
3727,2025-06-30,Moving to different region
3730,2025-06-30,Poor customer service
3736,2025-06-30,Service quality issues
3741,2025-06-30,Service quality issues
3745,2025-06-30,Service quality issues
3750,2025-06-30,Poor customer service
3759,2025-06-30,Service quality issues
3764,2025-06-30,Technical problems
3788,2025-06-30,Billing issues
3791,2025-06-30,Technical problems
3795,2025-06-30,Poor customer service
3796,2025-06-30,Poor customer service
3803,2025-06-30,Better offer from competitor
3806,2025-06-30,Price too high
3808,2025-06-30,Price too high
3811,2025-06-30,No longer need service
3816,2025-06-30,Technical problems
3820,2025-06-30,Better offer from competitor
3824,2025-06-30,Technical problems
3828,2025-06-30,Price too high
3832,2025-06-30,Poor customer service
3833,2025-06-30,Better offer from competitor
3838,2025-06-30,Poor customer service
3841,2025-06-30,Poor customer service
3842,2025-06-30,Service quality issues
3843,2025-06-30,Poor customer service
3844,2025-06-30,Technical problems
3849,2025-06-30,Technical problems
3851,2025-06-30,Technical problems
3854,2025-06-30,Technical problems
3856,2025-06-30,Service quality issues
3861,2025-06-30,Price too high
3866,2025-06-30,Moving to different region
3870,2025-06-30,Billing issues
3871,2025-06-30,Price too high
3872,2025-06-30,No longer need service
3892,2025-06-30,Technical problems
3893,2025-06-30,Moving to different region
3894,2025-06-30,Technical problems
3899,2025-06-30,Service quality issues
3902,2025-06-30,Price too high
3908,2025-06-30,Poor customer service
3909,2025-06-30,Billing issues
3911,2025-06-30,Poor customer service
3919,2025-06-30,No longer need service
3920,2025-06-30,No longer need service
3932,2025-06-30,Moving to different region
3933,2025-06-30,Price too high
3937,2025-06-30,No longer need service
3940,2025-06-30,Service quality issues
3950,2025-06-30,No longer need service
3957,2025-06-30,Better offer from competitor
3963,2025-06-30,No longer need service
3966,2025-06-30,No longer need service
3967,2025-06-30,Moving to different region
3968,2025-06-30,No longer need service
3969,2025-06-30,Moving to different region
3973,2025-06-30,Technical problems
3974,2025-06-30,Price too high
3982,2025-06-30,Billing issues
3988,2025-06-30,Poor customer service
3990,2025-06-30,Poor customer service
3991,2025-06-30,Price too high
3995,2025-06-30,Price too high
3997,2025-06-30,Billing issues
3998,2025-06-30,Billing issues
4004,2025-06-30,Better offer from competitor
4005,2025-06-30,Technical problems
4011,2025-06-30,Price too high
4014,2025-06-30,No longer need service
4016,2025-06-30,Billing issues
4017,2025-06-30,Billing issues
4019,2025-06-30,No longer need service
4022,2025-06-30,Billing issues
4023,2025-06-30,No longer need service
4025,2025-06-30,Moving to different region
4026,2025-06-30,No longer need service
4029,2025-06-30,Moving to different region
4033,2025-06-30,Price too high
4036,2025-06-30,Price too high
4039,2025-06-30,Technical problems
4041,2025-06-30,Technical problems
4044,2025-06-30,Billing issues
4049,2025-06-30,Better offer from competitor
4059,2025-06-30,No longer need service
4065,2025-06-30,Poor customer service
4068,2025-06-30,Poor customer service
4074,2025-06-30,Technical problems
4080,2025-06-30,No longer need service
4086,2025-06-30,Moving to different region
4097,2025-06-30,Better offer from competitor
4099,2025-06-30,Technical problems
4101,2025-06-30,Price too high
4107,2025-06-30,Poor customer service
4114,2025-06-30,Poor customer service
4115,2025-06-30,Billing issues
4121,2025-06-30,Poor customer service
4124,2025-06-30,Technical problems
4129,2025-06-30,Better offer from competitor
4132,2025-06-30,Moving to different region
4134,2025-06-30,Service quality issues
4135,2025-06-30,Technical problems
4143,2025-06-30,Poor customer service
4151,2025-06-30,Technical problems
4157,2025-06-30,Technical problems
4158,2025-06-30,Service quality issues
4168,2025-06-30,Technical problems
4169,2025-06-30,Poor customer service
4172,2025-06-30,Technical problems
4173,2025-06-30,Price too high
4176,2025-06-30,Service quality issues
4188,2025-06-30,Service quality issues
4191,2025-06-30,Technical problems
4196,2025-06-30,No longer need service
4197,2025-06-30,Technical problems
4211,2025-06-30,Billing issues
4216,2025-06-30,Moving to different region
4219,2025-06-30,Service quality issues
4223,2025-06-30,Service quality issues
4224,2025-06-30,Billing issues
4234,2025-06-30,Moving to different region
4240,2025-06-30,Service quality issues
4250,2025-06-30,Service quality issues
4253,2025-06-30,Technical problems
4257,2025-06-30,Poor customer service
4263,2025-06-30,Technical problems
4266,2025-06-30,Better offer from competitor
4269,2025-06-30,Better offer from competitor
4274,2025-06-30,Technical problems
4279,2025-06-30,Price too high
4281,2025-06-30,Technical problems
4282,2025-06-30,Service quality issues
4286,2025-06-30,Technical problems
4290,2025-06-30,No longer need service
4291,2025-06-30,Poor customer service
4306,2025-06-30,Moving to different region
4307,2025-06-30,Billing issues
4311,2025-06-30,Service quality issues
4313,2025-06-30,Billing issues
4314,2025-06-30,Moving to different region
4317,2025-06-30,Billing issues
4318,2025-06-30,Service quality issues
4321,2025-06-30,Better offer from competitor
4322,2025-06-30,Price too high
4324,2025-06-30,Billing issues
4337,2025-06-30,Billing issues
4339,2025-06-30,Technical problems
4340,2025-06-30,Price too high
4342,2025-06-30,Poor customer service
4348,2025-06-30,Technical problems
4350,2025-06-30,Moving to different region
4359,2025-06-30,Technical problems
4361,2025-06-30,Poor customer service
4362,2025-06-30,Better offer from competitor
4366,2025-06-30,Poor customer service
4370,2025-06-30,Billing issues
4373,2025-06-30,Poor customer service
4375,2025-06-30,Moving to different region
4376,2025-06-30,No longer need service
4379,2025-06-30,Service quality issues
4382,2025-06-30,Poor customer service
4386,2025-06-30,Price too high
4388,2025-06-30,Technical problems
4391,2025-06-30,Service quality issues
4397,2025-06-30,Billing issues
4401,2025-06-30,Price too high
4404,2025-06-30,Poor customer service
4406,2025-06-30,Service quality issues
4416,2025-06-30,Price too high
4417,2025-06-30,Moving to different region
4418,2025-06-30,Moving to different region
4423,2025-06-30,Service quality issues
4429,2025-06-30,Poor customer service
4430,2025-06-30,Technical problems
4438,2025-06-30,No longer need service
4440,2025-06-30,Service quality issues
4445,2025-06-30,Service quality issues
4451,2025-06-30,No longer need service
4452,2025-06-30,Service quality issues
4460,2025-06-30,Price too high
4461,2025-06-30,Better offer from competitor
4469,2025-06-30,Poor customer service
4472,2025-06-30,Billing issues
4477,2025-06-30,Moving to different region
4483,2025-06-30,Billing issues
4494,2025-06-30,Billing issues
4503,2025-06-30,Technical problems
4506,2025-06-30,Service quality issues
4511,2025-06-30,Service quality issues
4520,2025-06-30,Technical problems
4526,2025-06-30,Better offer from competitor
4529,2025-06-30,Billing issues
4530,2025-06-30,Technical problems
4544,2025-06-30,Moving to different region
4556,2025-06-30,Poor customer service
4559,2025-06-30,Technical problems
4562,2025-06-30,Poor customer service
4564,2025-06-30,Poor customer service
4567,2025-06-30,Moving to different region
4578,2025-06-30,Better offer from competitor
4581,2025-06-30,Technical problems
4587,2025-06-30,Technical problems
4592,2025-06-30,Better offer from competitor
4593,2025-06-30,Better offer from competitor
4599,2025-06-30,Billing issues
4603,2025-06-30,Service quality issues
4610,2025-06-30,Billing issues
4611,2025-06-30,Price too high
4612,2025-06-30,Technical problems
4614,2025-06-30,Poor customer service
4618,2025-06-30,Technical problems
4620,2025-06-30,Better offer from competitor
4622,2025-06-30,Technical problems
4625,2025-06-30,Technical problems
4635,2025-06-30,Poor customer service
4637,2025-06-30,Better offer from competitor
4640,2025-06-30,Moving to different region
4643,2025-06-30,Poor customer service
4647,2025-06-30,Service quality issues
4648,2025-06-30,Better offer from competitor
4649,2025-06-30,No longer need service
4650,2025-06-30,Better offer from competitor
4654,2025-06-30,Better offer from competitor
4656,2025-06-30,Price too high
4664,2025-06-30,Better offer from competitor
4665,2025-06-30,Service quality issues
4667,2025-06-30,Price too high
4673,2025-06-30,Service quality issues
4677,2025-06-30,Price too high
4680,2025-06-30,Price too high
4681,2025-06-30,Poor customer service
4683,2025-06-30,Billing issues
4686,2025-06-30,Technical problems
4690,2025-06-30,Poor customer service
4695,2025-06-30,Poor customer service
4696,2025-06-30,Poor customer service
4697,2025-06-30,Poor customer service
4698,2025-06-30,No longer need service
4700,2025-06-30,Moving to different region
4704,2025-06-30,Poor customer service
4706,2025-06-30,Price too high
4708,2025-06-30,Service quality issues
4714,2025-06-30,No longer need service
4715,2025-06-30,Technical problems
4716,2025-06-30,No longer need service
